t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment,stress_p50,stress_p95,stress_max
44.25,13,604685,0.2907,41.01,192.45,1273,1257,2,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,3.18,15.12,55.89
44.5,13,604637,0.2907,40.49,193.50,1286,1242,2,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
44.75,13,604644,0.2907,40.74,194.51,1269,1283,0,7,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
45,13,604602,0.2907,40.32,195.30,1265,1225,1,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
45.25,13,604606,0.2907,40.53,196.02,1231,1239,0,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
45.5,13,604512,0.2908,40.19,196.65,1319,1230,0,5,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
45.75,13,604467,0.2908,40.40,197.17,1276,1234,1,3,0,2,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
46,13,604458,0.2908,40.03,197.62,1262,1256,2,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,0.00,0.00,0.00
46.25,13,604367,0.2908,40.37,197.91,1303,1215,0,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,4.03,12.71,61.71
46.5,13,604328,0.2909,40.08,198.17,1264,1227,0,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
46.75,13,604319,0.2909,40.25,198.12,1255,1249,2,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
47,13,604289,0.2909,39.94,198.23,1238,1211,0,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
47.25,13,604253,0.2909,40.29,198.49,1256,1224,0,4,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
47.5,13,604182,0.2909,40.05,198.72,1245,1177,1,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
47.75,13,604177,0.2909,40.37,198.90,1232,1230,0,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
48,13,604091,0.2910,40.05,199.07,1266,1183,1,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
48.25,13,604049,0.2910,40.40,199.10,1243,1205,0,4,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,4.20,11.39,63.02
48.5,13,603966,0.2910,40.02,199.20,1282,1204,0,5,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
48.75,13,603941,0.2911,40.18,198.84,1240,1215,0,0,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
49,13,603916,0.2911,39.81,198.62,1217,1196,0,4,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
49.25,13,603880,0.2911,40.07,198.83,1244,1210,0,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
49.5,13,603829,0.2911,39.75,198.73,1250,1201,2,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
49.75,13,603758,0.2911,39.98,198.87,1234,1170,0,7,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
50,13,603705,0.2912,39.54,199.05,1238,1188,1,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
50.25,13,603663,0.2912,39.77,199.19,1219,1179,0,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,4.35,10.74,61.42
50.5,13,603638,0.2912,39.34,199.16,1204,1180,1,1,0,2,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
50.75,13,603656,0.2912,39.58,198.98,1204,1225,0,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
51,13,603590,0.2912,39.22,199.11,1230,1166,0,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
51.25,13,603479,0.2913,39.32,199.24,1273,1163,4,1,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
51.5,13,603421,0.2913,38.90,199.32,1193,1137,0,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
51.75,14,603324,0.2914,39.12,199.31,1215,1125,1,7,0,4,0,0,0,0,0.0,1,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
52,14,603249,0.2914,38.19,199.41,1244,1171,1,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
52.25,14,603161,0.2914,37.71,199.32,1216,1128,1,0,0,2,0,0,1,0,0.0,0,2,0,0,0,0,2,0.0003,3.54,11.50,69.27
52.5,14,603070,0.2915,36.94,198.70,1200,1114,1,5,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0003,0.00,0.00,0.00
52.75,14,603010,0.2915,36.50,198.66,1160,1103,0,3,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
53,14,602937,0.2916,35.89,198.64,1152,1083,2,4,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
53.25,14,602814,0.2916,35.49,198.73,1191,1071,1,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
53.5,14,602758,0.2916,34.86,198.90,1154,1100,1,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
53.75,14,602735,0.2917,34.66,198.97,1126,1105,0,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
54,14,602696,0.2917,34.13,199.11,1127,1091,1,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
54.25,14,602642,0.2917,33.86,199.21,1122,1071,0,3,0,2,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,4.57,11.87,80.97
54.5,14,602603,0.2917,33.53,199.34,1115,1076,1,0,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
54.75,14,602567,0.2917,33.37,199.40,1114,1078,0,0,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
55,14,602532,0.2918,33.02,199.45,1079,1046,0,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
55.25,14,602474,0.2918,33.04,198.87,1105,1049,0,2,0,5,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
55.5,14,602456,0.2918,32.87,198.53,1041,1023,0,0,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
55.75,14,602449,0.2918,32.91,197.52,1095,1089,0,1,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
56,14,602379,0.2919,32.75,197.80,1078,1011,0,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
56.25,14,602361,0.2919,32.86,195.84,1055,1038,0,1,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,4.78,14.91,56.66
56.5,14,602345,0.2919,32.84,196.35,1044,1030,0,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
56.75,14,602289,0.2919,33.10,195.29,1113,1060,1,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
57,14,602244,0.2919,32.91,195.61,1042,1000,1,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
57.25,14,602226,0.2919,32.78,194.55,1035,1019,0,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
57.5,14,602220,0.2920,32.63,193.66,1085,1080,0,1,0,2,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
57.75,14,602132,0.2920,32.59,190.38,1067,981,0,2,0,3,0,0,0,0,0.0,0,2,0,0,0,1,3,0.0002,0.00,0.00,0.00
58,13,602173,0.2920,32.47,150.73,944,985,0,0,0,4,0,0,0,0,0.0,0,2,0,0,0,1,3,0.0002,0.00,0.00,0.00
58.25,13,602149,0.2920,32.75,150.30,933,911,0,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,2.60,11.88,47.70
58.5,13,602121,0.2920,32.76,149.57,964,938,0,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
58.75,13,602130,0.2920,32.90,148.82,964,974,0,1,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
59,13,602067,0.2921,32.82,147.66,950,889,0,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
59.25,13,602130,0.2920,32.81,146.59,938,1001,1,0,0,2,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0002,0.00,0.00,0.00
59.5,13,602119,0.2920,32.70,145.43,971,962,0,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
59.75,13,602082,0.2920,32.87,144.09,967,932,2,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
60,13,602045,0.2921,32.79,142.58,971,938,3,4,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
60.25,13,602018,0.2921,32.68,141.07,974,950,0,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,4.04,15.72,47.64
60.5,13,602017,0.2921,32.54,139.39,971,973,5,3,0,2,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
60.75,13,602030,0.2921,32.46,137.86,953,970,2,4,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
61,13,602074,0.2920,32.33,136.56,918,970,1,8,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
61.25,13,602032,0.2921,32.32,135.28,991,955,1,6,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
61.5,13,602009,0.2921,32.11,133.94,938,921,2,6,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
61.75,13,602002,0.2921,32.26,133.03,969,975,4,13,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
62,13,601951,0.2921,32.03,133.49,981,933,3,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
62.25,13,601910,0.2921,32.19,134.33,958,925,3,8,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,5.07,19.68,59.97
62.5,13,601891,0.2921,31.92,134.37,948,941,1,12,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
62.75,13,601859,0.2921,33.16,135.02,945,917,2612,4,0,2,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
63,13,601818,0.2921,33.40,135.41,1003,963,3,1,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0003,0.00,0.00,0.00
63.25,13,601760,0.2922,33.93,135.49,1063,1007,0,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
63.5,13,601767,0.2922,34.21,136.13,1090,1098,2,1,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
63.75,13,601716,0.2922,34.59,136.98,1105,1055,0,1,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
64,13,601730,0.2922,34.67,138.05,1103,1118,0,1,0,5,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
64.25,13,601713,0.2922,34.92,139.22,1153,1138,0,2,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,8.83,21.58,47.31
64.5,13,601726,0.2922,34.94,140.48,1147,1161,3,1,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
64.75,13,601631,0.2922,35.05,141.77,1220,1125,0,0,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
65,13,601561,0.2923,34.94,143.16,1233,1165,0,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
65.25,13,601511,0.2923,35.14,144.15,1219,1170,0,1,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
65.5,13,601504,0.2923,35.09,145.73,1210,1204,1,1,0,5,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
65.75,13,601420,0.2924,35.35,146.76,1225,1141,0,0,0,3,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
66,13,601358,0.2924,35.04,148.22,1221,1162,0,3,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0003,0.00,0.00,0.00
66.25,13,601269,0.2924,35.11,149.30,1238,1151,2,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,8.68,21.15,48.23
66.5,13,601237,0.2925,34.70,151.03,1223,1192,0,1,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
66.75,13,601192,0.2925,34.59,153.10,1229,1184,2,0,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
67,13,601155,0.2925,34.09,154.90,1188,1153,0,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
67.25,13,601123,0.2925,34.02,156.90,1202,1175,0,5,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
67.5,13,601060,0.2926,33.84,159.33,1200,1138,0,1,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
67.75,13,600987,0.2926,33.51,160.38,1219,1146,1,0,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
68,13,600933,0.2926,33.23,162.94,1198,1145,0,1,0,2,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
68.25,13,600901,0.2926,33.09,165.44,1159,1129,3,2,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0003,7.35,21.32,71.97
68.5,13,600902,0.2926,32.90,168.44,1101,1106,1,4,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
68.75,13,600850,0.2927,33.17,171.51,1150,1103,2,5,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
69,13,600820,0.2927,33.40,175.45,1141,1115,1,4,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
69.25,13,600779,0.2927,33.63,178.77,1166,1129,0,4,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
69.5,13,600739,0.2927,33.98,181.17,1141,1109,0,8,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
69.75,13,600701,0.2927,34.24,183.12,1098,1066,0,6,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
70,13,600673,0.2927,34.57,184.67,1171,1144,0,1,0,2,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
70.25,13,600683,0.2927,34.84,185.81,1110,1127,0,7,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,6.47,24.09,134.54
70.5,13,600631,0.2927,35.17,186.30,1176,1130,0,6,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
70.75,13,600625,0.2927,35.31,186.63,1132,1129,1,3,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
71,13,600577,0.2928,35.53,186.94,1156,1110,1,2,0,5,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
71.25,13,600486,0.2928,35.54,186.83,1157,1067,1,1,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
71.5,13,600492,0.2928,35.83,186.81,1141,1151,4,5,0,3,0,0,1,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
71.75,13,600476,0.2928,35.79,186.52,1127,1115,6,5,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0000,0.00,0.00,0.00
72,13,600428,0.2928,35.90,186.37,1130,1086,1,4,0,4,0,0,0,0,0.0,0,2,0,0,0,0,2,0.0003,0.00,0.00,0.00
72.25,13,600398,0.2928,35.83,186.15,1118,1101,2,13,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,4.17,22.73,150.23
72.5,13,600446,0.2928,35.92,186.11,1075,1128,2,5,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
72.75,13,600359,0.2929,35.75,185.56,1160,1079,3,6,0,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
73,13,600353,0.2929,35.95,185.44,1096,1097,0,7,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0002,0.00,0.00,0.00
73.25,13,600260,0.2929,35.90,185.47,1117,1032,2,8,1,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
73.5,13,600205,0.2929,36.19,185.44,1103,1055,4,7,1,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
73.75,13,600110,0.2929,36.01,185.75,1158,1068,0,5,1,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
74,13,600085,0.2930,36.20,186.01,1097,1077,1,5,2,4,0,0,1,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
74.25,13,600065,0.2930,36.13,186.52,1097,1084,4,8,0,3,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,4.98,27.13,126.92
74.5,13,600049,0.2930,36.37,187.03,1080,1073,1,9,1,4,0,0,0,0,0.0,0,2,0,0,0,0,3,0.0001,0.00,0.00,0.00
74.75,12,600044,0.2929,36.37,186.01,1094,1100,1,11,2,3,0,1,0,0,0.0,0,1,0,0,1,0,3,0.0001,0.00,0.00,0.00
75,12,599974,0.2930,37.17,186.69,1098,1036,2,9,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
75.25,12,599938,0.2930,37.05,187.69,1118,1095,2,13,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
75.5,12,599918,0.2930,37.28,180.07,1119,1106,2,7,1,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
75.75,12,599903,0.2930,37.36,179.99,1104,1094,2,5,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
76,12,599814,0.2930,37.55,180.35,1164,1089,1,14,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
76.25,12,599775,0.2930,37.63,179.64,1131,1099,3,7,1,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,5.11,21.57,132.08
76.5,12,599740,0.2930,37.79,180.66,1143,1114,2,6,2,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
76.75,12,599713,0.2930,38.01,181.57,1079,1065,2,13,1,6,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,0.00,0.00,0.00
77,12,599642,0.2930,38.19,183.77,1178,1122,6,15,0,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000,0.00,0.00,0.00
77.25,12,599623,0.2931,38.29,183.15,1120,1107,1,6,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
77.5,12,599532,0.2931,38.81,184.58,1166,1082,3,7,2,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
77.75,12,599471,0.2931,39.34,185.69,1184,1131,2,8,4,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
78,12,599458,0.2931,39.86,185.99,1139,1140,1,14,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
78.25,12,599331,0.2932,40.43,187.66,1243,1123,4,7,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,3.99,28.96,92.81
78.5,12,599275,0.2932,40.89,188.25,1204,1167,1,19,1,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000,0.00,0.00,0.00
78.75,12,599197,0.2932,41.41,188.81,1283,1214,3,9,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
79,12,599093,0.2932,41.82,189.08,1240,1147,2,11,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
79.25,12,598981,0.2933,42.23,189.51,1286,1186,3,12,2,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,0.00,0.00,0.00
79.5,12,598898,0.2933,42.74,189.51,1261,1191,3,13,2,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
79.75,12,598816,0.2933,43.05,190.20,1320,1251,3,13,1,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
80,12,598714,0.2933,43.32,188.81,1278,1188,2,12,1,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,0.00,0.00,0.00
80.25,12,598634,0.2934,43.55,188.23,1295,1226,7,11,1,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,3.57,28.89,84.73
80.5,12,598549,0.2934,43.80,188.19,1297,1229,3,17,2,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
80.75,12,598380,0.2935,44.03,188.00,1379,1222,3,12,0,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000,0.00,0.00,0.00
81,12,598257,0.2935,44.35,188.20,1326,1218,3,15,0,5,0,0,1,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
81.25,12,598170,0.2935,44.56,188.69,1354,1281,2,14,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,0.00,0.00,0.00
81.5,12,598121,0.2935,44.96,188.62,1298,1268,1,19,3,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
81.75,12,597977,0.2936,45.21,188.77,1339,1204,4,9,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
82,12,597898,0.2936,45.45,187.38,1343,1281,2,17,1,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
82.25,12,597771,0.2936,45.84,187.95,1373,1263,1,17,1,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,3.80,28.53,88.74
82.5,12,597665,0.2937,46.12,187.02,1335,1245,1,16,1,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
82.75,12,597542,0.2937,46.59,187.06,1350,1239,3,12,0,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000,0.00,0.00,0.00
83,12,597457,0.2937,46.88,186.78,1331,1262,1,16,4,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
83.25,12,597329,0.2938,47.17,186.70,1358,1243,7,13,1,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
83.5,12,597296,0.2938,47.47,186.22,1308,1297,3,22,4,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,0.00,0.00,0.00
83.75,12,597178,0.2938,47.67,186.68,1381,1276,4,13,4,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0002,0.00,0.00,0.00
84,12,597047,0.2938,47.71,185.61,1401,1286,3,16,1,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
84.25,12,596976,0.2938,47.72,185.89,1372,1317,7,16,5,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0000,3.30,27.32,97.27
84.5,12,596861,0.2939,47.80,185.84,1365,1272,3,22,2,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0003,0.00,0.00,0.00
84.75,12,596799,0.2939,47.66,185.67,1345,1302,5,19,2,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0002,0.00,0.00,0.00
85,12,596667,0.2939,47.66,186.53,1347,1240,3,25,6,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0002,0.00,0.00,0.00
85.25,12,596586,0.2939,47.53,186.01,1309,1251,3,23,3,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
85.5,12,596535,0.2939,47.45,186.19,1321,1290,3,20,2,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
85.75,12,596466,0.2939,47.37,187.03,1322,1272,5,19,2,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
86,12,596341,0.2939,47.38,186.32,1315,1206,3,16,2,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
86.25,12,596285,0.2939,47.34,185.34,1314,1284,3,26,4,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,4.12,26.79,120.11
86.5,12,596155,0.2939,47.27,185.92,1375,1267,2,22,7,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
86.75,12,596139,0.2939,47.57,185.12,1260,1267,2,23,2,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0002,0.00,0.00,0.00
87,12,596052,0.2939,47.68,184.86,1268,1208,4,27,2,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0002,0.00,0.00,0.00
87.25,12,595985,0.2939,48.00,186.10,1320,1272,6,19,3,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0003,0.00,0.00,0.00
87.5,12,595924,0.2939,48.23,185.36,1282,1243,2,22,4,5,0,0,1,0,0.0,0,1,0,0,0,0,5,0.0001,0.00,0.00,0.00
87.75,12,595855,0.2939,48.40,186.32,1309,1263,4,23,3,5,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0001,0.00,0.00,0.00
88,12,595800,0.2939,48.49,186.69,1293,1257,5,19,2,4,0,0,0,0,0.0,0,1,0,0,0,0,4,0.0002,0.00,0.00,0.00
88.25,12,595724,0.2939,48.53,186.29,1319,1276,1,33,3,6,0,0,0,0,0.0,0,1,0,0,0,0,5,0.0000,4.69,28.17,108.66
