t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment,stress_p50,stress_p95,stress_max
253,13,574355,0.3001,27.41,199.01,1665,1717,9,21,0,13,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
253.25,13,574378,0.3001,27.28,198.97,1669,1708,6,16,0,11,0,0,0,0,112.6,0,5,0,0,0,0,7,0.0002,0.00,0.00,0.00
253.5,13,574352,0.3001,26.99,198.95,1690,1684,10,20,1,12,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
253.75,13,574430,0.3001,26.93,198.90,1577,1670,6,15,2,9,0,0,0,0,112.6,0,5,0,0,0,0,7,0.0003,0.00,0.00,0.00
254,13,574439,0.3001,26.86,198.91,1685,1707,9,13,0,14,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
254.25,13,574427,0.3001,26.63,198.79,1639,1649,6,22,3,11,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0000,9.69,57.44,218.19
254.5,13,574478,0.3000,26.51,198.63,1664,1746,8,31,0,12,0,0,0,0,112.6,0,5,0,0,0,0,7,0.0002,0.00,0.00,0.00
254.75,13,574534,0.3000,26.06,198.72,1603,1672,5,14,1,15,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
255,13,574606,0.2999,26.02,198.84,1601,1692,7,19,1,11,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0000,0.00,0.00,0.00
255.25,13,574650,0.2999,25.66,198.86,1615,1679,4,20,0,9,0,0,0,0,112.6,0,5,0,0,0,0,7,0.0002,0.00,0.00,0.00
255.5,13,574697,0.2998,25.42,198.85,1598,1663,3,18,0,10,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
255.75,13,574762,0.2998,25.13,198.79,1583,1663,5,15,1,12,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
256,13,574778,0.2998,25.03,198.85,1625,1651,3,10,0,12,0,0,0,0,112.6,0,5,0,0,0,0,7,0.0003,0.00,0.00,0.00
256.25,13,574793,0.2998,24.43,198.85,1567,1600,6,18,2,11,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,9.46,59.88,199.63
256.5,13,574799,0.2998,24.54,198.88,1546,1570,3,19,0,15,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
256.75,13,574805,0.2998,24.54,198.82,1516,1541,7,19,0,14,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
257,13,574834,0.2998,24.03,198.76,1542,1579,2,8,0,16,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0000,0.00,0.00,0.00
257.25,13,574869,0.2997,24.01,198.64,1538,1592,3,19,1,14,0,0,0,0,112.6,0,5,0,0,0,0,7,0.0003,0.00,0.00,0.00
257.5,13,574979,0.2997,23.78,198.61,1484,1608,4,14,1,14,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0003,0.00,0.00,0.00
257.75,13,574935,0.2997,23.75,198.43,1506,1497,3,35,1,10,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
258,13,574895,0.2997,23.65,198.36,1577,1552,5,15,0,11,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
258.25,13,574971,0.2996,23.36,198.08,1467,1566,7,23,1,11,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,14.36,56.79,191.91
258.5,13,575081,0.2995,23.29,198.04,1437,1567,3,20,0,15,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
258.75,13,575153,0.2995,22.99,197.92,1451,1546,7,23,0,11,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
259,13,575179,0.2995,23.18,197.78,1473,1515,10,16,1,12,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
259.25,13,575252,0.2994,22.73,197.66,1439,1525,12,13,0,13,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0003,0.00,0.00,0.00
259.5,13,575371,0.2994,22.69,197.28,1398,1533,1,16,0,13,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0003,0.00,0.00,0.00
259.75,13,575433,0.2993,22.33,197.26,1433,1519,5,24,0,9,0,0,0,0,112.6,0,5,0,0,0,0,9,0.0000,0.00,0.00,0.00
260,13,575554,0.2993,22.67,197.07,1351,1482,4,10,0,12,0,0,0,0,112.6,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
260.25,13,575578,0.2992,22.04,197.05,1430,1480,2,26,0,13,0,0,1,0,135.9,0,5,0,0,0,0,8,0.0001,20.82,57.62,194.45
260.5,13,575606,0.2992,22.44,196.83,1406,1454,0,20,1,11,0,0,0,0,135.9,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
260.75,13,575680,0.2992,21.75,196.91,1388,1479,4,17,1,15,0,0,0,0,135.9,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
261,13,575751,0.2991,22.50,196.90,1348,1436,2,17,0,12,0,0,0,0,135.9,0,5,0,0,0,0,8,0.0003,0.00,0.00,0.00
261.25,13,575763,0.2991,21.67,196.98,1420,1451,7,19,2,14,0,0,0,0,135.9,0,5,0,0,0,0,9,0.0001,0.00,0.00,0.00
261.5,13,575835,0.2991,22.34,196.43,1365,1452,4,15,1,9,0,0,0,0,135.9,0,5,0,0,0,0,8,0.0001,0.00,0.00,0.00
261.75,13,575852,0.2990,21.78,196.40,1356,1389,4,16,2,13,0,0,0,0,135.9,0,5,0,0,0,0,8,0.0002,0.00,0.00,0.00
262,13,575885,0.2990,22.27,196.23,1392,1435,4,10,1,12,0,0,0,0,135.9,0,5,0,0,0,0,8,0.0003,0.00,0.00,0.00
262.25,12,575881,0.2990,21.20,196.49,1372,1387,3,19,5,12,0,1,0,0,135.9,0,4,0,0,1,0,9,0.0000,30.45,62.58,257.68
262.5,12,575950,0.2990,21.87,196.89,1309,1394,1,16,2,10,0,0,1,0,135.9,0,4,0,0,0,0,8,0.0001,0.00,0.00,0.00
262.75,12,576003,0.2990,20.69,197.15,1319,1390,1,18,4,10,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
263,12,575993,0.2990,21.82,197.49,1326,1331,5,15,6,9,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
263.25,12,575988,0.2990,21.23,197.81,1321,1338,5,22,3,12,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0000,0.00,0.00,0.00
263.5,12,576039,0.2989,22.20,198.11,1299,1358,0,8,6,9,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0001,0.00,0.00,0.00
263.75,12,576054,0.2989,21.96,198.35,1300,1336,6,21,8,11,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
264,12,576177,0.2988,22.53,198.53,1234,1371,3,14,3,12,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
264.25,12,576195,0.2988,22.31,198.71,1310,1356,4,28,7,11,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0000,32.44,61.44,278.60
264.5,12,576394,0.2987,22.72,198.88,1218,1430,2,13,6,10,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0001,0.00,0.00,0.00
264.75,12,576449,0.2986,22.62,198.98,1253,1332,7,24,7,12,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
265,12,576539,0.2985,22.95,199.09,1293,1401,4,18,6,12,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0000,0.00,0.00,0.00
265.25,12,576532,0.2985,22.80,199.22,1294,1325,12,40,7,13,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
265.5,12,576648,0.2984,23.01,199.31,1254,1386,1,16,5,10,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0003,0.00,0.00,0.00
265.75,12,576767,0.2983,22.84,199.36,1176,1319,3,24,6,12,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,0.00,0.00,0.00
266,12,576899,0.2982,23.09,199.44,1245,1396,1,19,4,9,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0003,0.00,0.00,0.00
266.25,12,576977,0.2982,22.58,199.49,1217,1318,777,24,5,12,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,15.15,60.69,192.29
266.5,12,576999,0.2981,22.81,199.49,1253,1291,5,16,3,10,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0003,0.00,0.00,0.00
266.75,12,577048,0.2981,22.48,199.44,1256,1330,5,25,3,9,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,0.00,0.00,0.00
267,12,577117,0.2980,24.87,199.48,1261,1349,31713,19,2,11,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0003,0.00,0.00,0.00
267.25,12,577032,0.2981,25.87,199.50,1596,1535,6,24,1,14,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0002,0.00,0.00,0.00
267.5,12,577060,0.2981,27.60,199.50,1601,1632,1,3,2,15,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,0.00,0.00,0.00
267.75,12,577137,0.2980,28.36,199.51,1667,1751,4,7,0,11,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
268,12,577241,0.2980,29.43,199.55,1727,1834,4,3,0,13,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,0.00,0.00,0.00
268.25,12,577348,0.2980,30.21,199.60,1712,1827,3,8,1,9,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,6.19,42.88,279.86
268.5,12,577323,0.2980,30.70,199.62,1873,1852,5,4,0,10,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,0.00,0.00,0.00
268.75,12,577291,0.2980,30.69,199.53,1924,1902,5,10,0,11,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
269,12,577200,0.2981,31.31,199.19,1950,1864,6,5,1,9,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,0.00,0.00,0.00
269.25,12,577058,0.2981,31.61,198.17,1954,1820,10,8,0,10,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
269.5,12,576988,0.2982,31.53,197.53,1909,1849,10,11,4,15,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0001,0.00,0.00,0.00
269.75,12,576892,0.2982,31.95,197.10,1935,1848,7,9,3,13,0,0,0,0,135.9,0,4,0,0,0,0,8,0.0002,0.00,0.00,0.00
270,12,576883,0.2982,31.43,196.76,1823,1822,9,8,3,11,0,0,0,0,135.9,0,4,0,0,0,0,9,0.0000,0.00,0.00,0.00
270.25,12,576796,0.2983,31.89,196.76,1855,1779,3,11,3,12,0,0,0,0,131.9,0,4,0,0,0,0,8,0.0002,8.78,44.75,250.05
270.5,12,576785,0.2983,31.00,197.11,1853,1850,4,8,4,11,0,0,0,0,131.9,0,4,0,0,0,0,8,0.0003,0.00,0.00,0.00
270.75,11,576762,0.2983,31.97,197.48,1802,1786,2,7,0,14,0,1,0,0,131.9,0,3,0,0,1,0,9,0.0001,0.00,0.00,0.00
271,11,576768,0.2984,31.45,197.74,1755,1771,7,11,3,13,0,0,0,0,131.9,0,3,0,0,0,0,8,0.0002,0.00,0.00,0.00
271.25,10,576755,0.2985,31.99,197.87,1722,1718,9,10,0,11,0,1,0,0,131.9,0,2,0,0,1,0,9,0.0000,0.00,0.00,0.00
271.5,10,576782,0.2986,29.72,197.55,1739,1771,6,5,0,9,0,0,0,0,131.9,0,2,0,0,0,0,8,0.0002,0.00,0.00,0.00
271.75,10,576853,0.2985,29.59,197.47,1624,1706,3,11,0,11,0,0,0,0,131.9,0,2,0,0,0,0,8,0.0003,0.00,0.00,0.00
272,10,576845,0.2986,29.33,197.37,1720,1716,3,4,0,9,0,0,0,0,131.9,0,2,0,0,0,0,9,0.0001,0.00,0.00,0.00
272.25,10,576908,0.2985,29.09,197.27,1623,1695,4,9,0,10,0,0,0,0,131.9,0,2,0,0,0,0,8,0.0002,9.55,45.00,156.53
272.5,10,576960,0.2985,29.06,197.23,1576,1642,2,14,0,8,0,0,0,0,131.9,0,2,0,0,0,0,8,0.0003,0.00,0.00,0.00
272.75,10,576948,0.2985,28.76,197.06,1667,1666,4,11,0,13,0,0,0,0,131.9,0,2,0,0,0,0,9,0.0001,0.00,0.00,0.00
273,10,576982,0.2985,28.89,197.03,1624,1665,5,7,0,9,0,0,0,0,131.9,0,2,0,0,0,0,8,0.0002,0.00,0.00,0.00
273.25,10,576970,0.2985,28.18,197.03,1612,1615,4,15,1,9,0,0,0,0,131.9,0,2,0,0,0,0,9,0.0000,0.00,0.00,0.00
273.5,10,576971,0.2985,29.13,197.11,1563,1582,5,18,1,12,0,0,0,0,131.9,0,2,0,0,0,0,8,0.0001,0.00,0.00,0.00
273.75,10,577077,0.2985,28.22,197.20,1538,1654,1,10,0,11,0,0,0,0,131.9,0,2,0,0,0,0,8,0.0002,0.00,0.00,0.00
274,10,577072,0.2985,28.79,197.26,1549,1555,5,11,0,11,0,0,0,0,131.9,0,2,0,0,0,0,9,0.0000,0.00,0.00,0.00
274.25,10,577110,0.2985,28.24,197.43,1511,1563,8,15,0,8,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0001,11.21,58.15,145.95
274.5,10,577110,0.2985,28.40,197.45,1558,1571,7,14,0,9,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0002,0.00,0.00,0.00
274.75,10,577112,0.2985,28.02,197.53,1557,1569,6,10,0,16,0,0,0,1,131.9,0,2,0,0,0,0,9,0.0000,0.00,0.00,0.00
275,10,577147,0.2985,28.32,197.35,1500,1544,3,9,0,9,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0001,0.00,0.00,0.00
275.25,10,577169,0.2985,27.77,197.34,1487,1519,1,10,0,10,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0002,0.00,0.00,0.00
275.5,10,577178,0.2985,28.50,197.35,1505,1521,4,7,0,8,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0003,0.00,0.00,0.00
275.75,10,577196,0.2985,27.96,197.23,1473,1501,4,10,0,10,0,0,0,1,131.9,0,2,0,0,0,0,9,0.0001,0.00,0.00,0.00
276,10,577204,0.2985,28.68,197.56,1490,1508,3,10,1,11,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0001,0.00,0.00,0.00
276.25,10,577212,0.2985,28.48,197.93,1487,1506,2,11,1,12,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0002,14.09,52.87,108.05
276.5,10,577229,0.2985,28.85,198.24,1386,1410,4,8,1,10,0,0,0,1,131.9,0,2,0,0,0,0,9,0.0000,0.00,0.00,0.00
276.75,10,577252,0.2985,29.04,198.51,1386,1421,2,12,0,12,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0001,0.00,0.00,0.00
277,10,577290,0.2985,29.26,198.74,1344,1388,1,6,0,12,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0002,0.00,0.00,0.00
277.25,10,577293,0.2985,29.39,198.94,1384,1399,2,12,0,10,0,0,0,1,131.9,0,2,0,0,0,1,9,0.0000,0.00,0.00,0.00
277.5,9,577316,0.2985,29.59,199.11,1369,1398,3,6,0,9,0,0,0,1,131.9,0,2,0,0,0,1,8,0.0001,0.00,0.00,0.00
277.75,9,577299,0.2985,29.78,199.25,1345,1336,2,8,0,10,0,0,0,1,131.9,0,2,0,0,0,0,8,0.0002,0.00,0.00,0.00
278,9,577357,0.2985,29.82,199.37,1324,1388,2,6,0,10,0,0,0,1,131.9,0,2,0,0,0,0,9,0.0000,0.00,0.00,0.00
278.25,8,577374,0.2985,32.81,199.46,1360,1387,1,10,0,11,0,1,0,2,131.9,0,1,0,0,1,0,8,0.0001,10.77,62.50,100.61
278.5,8,577422,0.2984,30.72,186.63,1517,1576,1,11,0,10,0,0,0,2,131.9,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
278.75,8,577341,0.2985,28.90,186.44,1492,1417,11,7,0,10,0,0,0,2,131.9,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
279,8,577265,0.2985,27.66,184.22,1410,1345,4,11,2,9,0,0,0,2,131.9,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
279.25,8,577151,0.2986,26.91,184.48,1324,1231,2,21,1,8,0,0,0,2,131.9,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
279.5,8,577087,0.2986,27.47,182.97,1180,1133,6,17,0,11,0,0,0,2,131.9,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
279.75,8,577142,0.2986,28.03,180.29,1211,1277,4,11,0,9,0,0,0,2,131.9,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
280,8,577267,0.2985,28.57,179.47,1164,1303,3,14,0,9,0,0,0,2,131.9,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
280.25,8,577304,0.2985,28.96,177.32,1292,1342,4,13,0,10,0,0,0,2,139.2,0,1,0,0,0,0,9,0.0000,3.85,66.73,116.01
280.5,8,577409,0.2984,29.54,173.17,1243,1364,44,16,0,8,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
280.75,8,577481,0.2984,30.00,163.74,1351,1440,4,17,0,8,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
281,8,577515,0.2984,30.40,157.62,1355,1401,7,12,0,9,0,0,0,2,139.2,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
281.25,8,577618,0.2983,30.60,156.82,1362,1481,5,16,0,8,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
281.5,8,577664,0.2983,30.84,158.60,1396,1458,3,16,0,8,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0003,0.00,0.00,0.00
281.75,9,577701,0.2982,31.06,160.98,1433,1484,6,14,0,12,1,0,0,1,139.2,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
282,9,577626,0.2983,31.80,162.28,1462,1408,3,21,0,10,0,0,5,1,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
282.25,9,577728,0.2982,32.66,164.86,1388,1505,7,15,0,11,0,0,0,1,139.2,0,1,0,0,0,0,9,0.0000,4.47,31.18,164.50
282.5,9,577669,0.2982,32.22,169.77,1434,1392,5,17,1,9,0,0,0,1,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
282.75,9,577592,0.2983,32.30,173.96,1430,1372,0,19,1,11,0,0,1,1,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
283,9,577616,0.2982,32.07,177.51,1410,1456,0,22,3,11,0,0,0,1,139.2,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
283.25,9,577560,0.2982,32.51,180.88,1382,1349,1,23,5,8,0,0,0,1,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
283.5,9,577534,0.2982,31.72,183.56,1321,1311,2,16,7,9,0,0,0,1,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
283.75,9,577528,0.2982,32.93,185.31,1279,1294,1,21,5,10,0,0,0,1,139.2,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
284,9,577523,0.2982,31.80,183.52,1271,1283,2,17,10,10,0,0,0,1,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
284.25,9,577484,0.2982,33.21,184.70,1237,1214,2,16,9,9,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,5.99,79.45,453.54
284.5,9,577498,0.2982,32.40,185.24,1228,1264,5,22,7,10,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
284.75,9,577528,0.2981,33.52,181.97,1170,1216,1,16,7,9,0,0,0,2,139.2,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
285,9,577647,0.2981,32.63,184.70,1090,1230,3,21,4,9,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
285.25,9,577695,0.2980,34.92,186.94,1055,1118,4,15,4,8,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
285.5,9,577671,0.2980,33.28,188.98,1144,1146,1,26,7,8,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
285.75,9,577765,0.2979,34.04,190.66,1052,1168,3,22,4,10,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0003,0.00,0.00,0.00
286,9,577779,0.2979,33.26,190.09,1074,1103,0,15,3,10,0,0,0,2,139.2,0,1,0,0,0,1,9,0.0000,0.00,0.00,0.00
286.25,9,577757,0.2979,34.24,185.98,1064,1060,3,18,4,10,0,0,0,2,139.2,0,1,0,0,0,1,8,0.0001,4.95,37.10,436.73
286.5,8,577857,0.2979,33.59,111.71,984,1101,0,17,4,10,0,0,0,2,139.2,0,1,0,0,0,1,8,0.0002,0.00,0.00,0.00
286.75,8,577911,0.2978,34.63,111.70,975,1049,3,21,2,10,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
287,8,577981,0.2978,34.18,114.25,996,1085,3,19,3,13,0,0,0,2,139.2,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
287.25,8,577964,0.2977,34.72,127.46,1031,1037,2,23,1,9,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
287.5,8,578015,0.2977,33.99,138.33,1022,1093,1,20,2,10,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
287.75,8,578024,0.2977,34.52,147.85,1005,1037,1,23,2,11,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0003,0.00,0.00,0.00
288,8,578065,0.2976,34.16,154.39,1015,1082,4,27,3,10,0,0,0,2,139.2,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
288.25,8,578107,0.2976,34.40,159.66,1018,1092,3,32,2,9,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0001,5.54,39.82,458.43
288.5,8,578146,0.2975,33.38,165.84,1063,1127,1,25,3,9,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0002,0.00,0.00,0.00
288.75,8,578151,0.2975,33.82,170.94,1032,1061,3,24,1,11,0,0,0,2,139.2,0,1,0,0,0,0,9,0.0000,0.00,0.00,0.00
289,8,578154,0.2975,33.46,170.59,1019,1050,1,28,2,9,0,0,0,2,139.2,0,1,0,0,0,0,8,0.0001,0.00,0.00,0.00
289.25,7,578160,0.2974,33.55,172.26,1062,1090,2,22,1,9,0,1,0,2,139.2,0,0,0,0,1,0,8,0.0002,0.00,0.00,0.00
289.5,7,578209,0.2974,32.93,169.35,918,995,0,28,2,10,0,0,0,2,139.2,0,0,0,0,0,0,8,0.0003,0.00,0.00,0.00
289.75,7,578311,0.2973,33.44,165.25,850,976,0,24,0,11,0,0,0,2,139.2,0,0,0,0,0,0,9,0.0001,0.00,0.00,0.00
290,7,578288,0.2973,33.76,162.13,956,960,0,27,1,8,0,0,0,2,139.2,0,0,0,0,0,0,8,0.0002,0.00,0.00,0.00
290.25,7,578335,0.2973,33.31,164.64,856,916,1,13,1,9,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0002,5.80,19.69,191.46
290.5,7,578418,0.2972,33.54,166.99,847,958,2,28,0,10,0,0,0,2,78.3,0,0,0,0,0,0,9,0.0000,0.00,0.00,0.00
290.75,7,578480,0.2972,33.36,171.04,823,906,0,21,2,10,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
291,7,578494,0.2971,34.71,174.34,885,925,2,26,0,10,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0002,0.00,0.00,0.00
291.25,7,578557,0.2971,33.09,175.97,854,933,1,16,4,9,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0003,0.00,0.00,0.00
291.5,7,578565,0.2971,33.34,179.68,848,884,1,28,1,10,0,0,0,2,78.3,0,0,0,0,0,0,9,0.0001,0.00,0.00,0.00
291.75,7,578620,0.2970,32.75,182.81,853,924,0,16,1,10,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
292,7,578590,0.2970,33.97,183.89,893,893,1,30,1,9,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0002,0.00,0.00,0.00
292.25,7,578665,0.2969,32.85,180.47,915,1010,0,20,1,8,0,0,0,2,78.3,0,0,0,0,0,1,8,0.0003,5.85,23.94,197.76
292.5,6,578649,0.2969,33.80,79.94,889,895,0,22,0,10,0,0,0,2,78.3,0,0,0,0,0,1,9,0.0000,0.00,0.00,0.00
292.75,6,578695,0.2969,33.16,78.73,900,968,0,22,1,8,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
293,6,578741,0.2969,34.28,77.16,944,1007,3,17,1,10,0,0,0,2,78.3,0,0,0,0,0,0,8,0.0002,0.00,0.00,0.00
293.25,6,578749,0.2968,33.84,75.96,1005,1033,1,20,1,9,0,0,0,1,78.3,0,0,0,0,0,0,8,0.0002,0.00,0.00,0.00
293.5,6,578793,0.2968,35.04,74.47,1007,1072,0,21,0,8,0,0,0,1,78.3,0,0,0,0,0,0,8,0.0003,0.00,0.00,0.00
293.75,6,578862,0.2968,34.11,73.07,1044,1131,1,18,2,10,0,0,0,1,78.3,0,0,0,0,0,0,9,0.0000,0.00,0.00,0.00
294,6,578878,0.2967,35.55,71.87,1067,1101,24064,18,1,10,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
294.25,6,578757,0.2968,35.23,70.62,1209,1091,2,3,2,8,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0001,7.67,37.90,350.57
294.5,6,578728,0.2968,35.79,69.61,1180,1156,1,5,0,9,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0002,0.00,0.00,0.00
294.75,6,578725,0.2968,34.98,68.62,1186,1184,0,1,0,8,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0002,0.00,0.00,0.00
295,6,578756,0.2968,35.87,67.87,1117,1151,0,3,0,9,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0003,0.00,0.00,0.00
295.25,6,578757,0.2969,34.68,67.48,1207,1211,0,3,0,10,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0003,0.00,0.00,0.00
295.5,6,578802,0.2968,35.35,66.94,1162,1210,1,3,0,9,0,0,0,0,78.3,0,0,0,0,0,0,9,0.0000,0.00,0.00,0.00
295.75,6,578861,0.2968,35.06,66.63,1133,1197,0,5,0,9,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0000,0.00,0.00,0.00
296,6,578923,0.2968,35.28,66.66,1169,1238,1,7,0,9,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
296.25,6,578877,0.2969,35.33,66.41,1259,1216,0,3,0,10,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0001,3.53,27.71,200.31
296.5,6,578915,0.2969,35.50,68.64,1194,1233,1,1,0,9,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
296.75,6,578998,0.2968,35.62,68.54,1200,1289,1,6,1,10,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
297,6,579047,0.2968,36.62,66.28,1197,1250,1,4,0,8,0,0,0,0,78.3,0,0,0,0,0,0,8,0.0001,0.00,0.00,0.00
