t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment
500,7,568099,0.2951,34.43,194.81,1415,1461,9,8,1,12,0,0,0,0,96.1,0,0,0,0,0,0,9,0.0003
500.25,7,568107,0.2951,35.20,195.49,1433,1447,6,6,5,12,0,0,0,0,76.9,0,0,0,0,0,0,10,0.0001
500.5,7,568146,0.2951,35.98,195.93,1435,1478,0,4,6,11,0,0,0,0,76.9,0,0,0,0,0,0,9,0.0002
500.75,7,568148,0.2951,36.67,196.38,1425,1433,2,6,9,12,0,0,0,0,76.9,0,0,0,0,0,0,10,0.0000
501,7,568158,0.2951,37.40,196.72,1471,1487,3,6,10,11,0,0,0,0,76.9,0,0,0,0,0,0,9,0.0001
501.25,7,568114,0.2951,37.68,197.14,1492,1453,0,5,9,10,0,0,0,0,76.9,0,0,0,0,0,0,9,0.0002
501.5,7,568161,0.2951,38.13,194.55,1424,1477,5,6,8,12,0,0,0,0,76.9,0,0,0,0,0,0,10,0.0000
501.75,7,568145,0.2951,38.38,192.74,1391,1386,0,11,10,10,0,0,0,0,76.9,0,0,0,0,0,0,9,0.0001
502,7,568184,0.2951,38.46,193.74,1462,1506,4,5,11,12,0,0,0,0,76.9,0,0,0,0,0,0,9,0.0002
502.25,7,568161,0.2951,38.32,194.63,1447,1430,4,7,13,12,0,0,0,0,76.9,0,0,0,0,0,0,10,0.0000
502.5,7,568212,0.2950,38.41,195.45,1324,1384,6,10,10,11,0,0,0,0,76.9,0,0,0,0,0,0,9,0.0001
502.75,7,568228,0.2950,38.29,195.96,1339,1362,1,7,8,13,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
503,7,568360,0.2949,37.99,196.54,1316,1455,4,8,11,13,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0003
503.25,7,568333,0.2949,37.75,196.92,1354,1333,4,6,7,11,0,0,0,1,76.9,0,0,0,0,0,1,10,0.0000
503.5,6,568391,0.2949,37.47,197.26,1217,1287,4,12,9,10,0,0,0,1,76.9,0,0,0,0,0,1,9,0.0001
503.75,6,568452,0.2949,37.46,197.69,1195,1268,2,12,6,12,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
504,6,568452,0.2949,37.25,197.93,1248,1254,2,6,7,10,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
504.25,6,568489,0.2948,37.03,198.24,1185,1225,4,3,7,10,0,0,0,1,76.9,0,0,0,0,0,0,10,0.0000
504.5,6,568533,0.2948,36.66,198.33,1148,1198,4,6,5,12,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0001
504.75,6,568617,0.2948,36.47,198.53,1150,1238,4,4,4,10,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0001
505,6,568683,0.2948,36.02,198.61,1084,1159,5,9,2,9,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
505.25,6,568764,0.2947,36.56,198.72,1051,1141,5,9,2,12,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
505.5,6,568812,0.2947,35.75,198.43,1080,1130,9,2,1,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
505.75,6,568894,0.2947,37.02,194.91,1036,1125,2,7,1,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0003
506,6,568990,0.2946,36.13,195.48,1052,1150,6,3,0,9,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0003
506.25,6,569040,0.2946,36.46,195.92,1043,1099,1,6,4,11,0,0,0,1,76.9,0,0,0,0,0,0,10,0.0000
506.5,6,569116,0.2946,35.47,195.89,1037,1114,1,1,0,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
506.75,6,569150,0.2946,36.88,196.37,1053,1091,5,4,2,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
507,6,569231,0.2946,35.85,196.91,1027,1116,4,8,0,12,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
507.25,6,569275,0.2946,36.90,197.36,1047,1095,5,4,1,9,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
507.5,6,569388,0.2945,35.53,197.21,1017,1135,7,5,0,10,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
507.75,6,569412,0.2945,36.74,196.81,1044,1075,2,7,1,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
508,6,569441,0.2945,35.46,196.18,1052,1091,6,10,1,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
508.25,6,569534,0.2945,35.57,188.54,997,1097,14,7,1,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0000
508.5,6,569577,0.2944,34.67,165.08,975,1027,6,10,0,11,0,0,0,1,76.9,0,0,0,0,0,0,8,0.0003
508.75,6,569618,0.2944,35.56,149.16,1026,1078,8,12,1,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0003
509,6,569683,0.2944,34.72,146.73,938,1012,5,9,0,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0003
509.25,6,569713,0.2944,35.31,150.01,993,1031,5,8,0,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0003
509.5,6,569777,0.2944,34.66,151.00,989,1060,1,7,0,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
509.75,6,569819,0.2944,35.05,158.63,1003,1055,3,10,0,12,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
510,6,569835,0.2944,33.98,163.83,972,995,6,7,0,11,0,0,0,1,76.9,0,0,0,0,0,0,9,0.0002
510.25,6,569864,0.2943,33.48,167.62,939,984,10,16,0,12,0,0,0,1,58.2,0,0,0,0,0,0,9,0.0002
510.5,6,569916,0.2943,32.76,171.95,909,972,2,11,0,11,0,0,0,1,58.2,0,0,0,0,0,0,9,0.0002
510.75,6,569983,0.2943,32.25,176.20,907,988,4,15,2,10,0,0,0,1,58.2,0,0,0,0,0,0,9,0.0002
511,6,570028,0.2943,31.70,179.30,879,935,3,11,0,10,0,0,0,1,58.2,0,0,0,0,0,0,9,0.0002
511.25,6,570106,0.2942,31.52,181.60,892,975,5,5,0,10,0,0,0,1,58.2,0,0,0,0,0,0,9,0.0002
511.5,7,570125,0.2942,31.10,184.16,896,928,4,13,0,12,1,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
511.75,7,570266,0.2942,30.54,186.38,869,1020,7,10,1,13,0,0,1,0,58.2,0,0,0,0,0,0,9,0.0001
512,7,570310,0.2941,30.21,188.42,930,981,2,7,1,10,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
512.25,7,570362,0.2941,29.63,190.09,873,941,1,16,0,10,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
512.5,7,570411,0.2941,29.71,191.59,911,970,6,10,0,13,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
512.75,7,570437,0.2941,29.29,192.77,915,949,4,8,0,13,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0000
513,7,570478,0.2940,29.12,193.76,908,967,4,18,0,13,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0000
513.25,7,570546,0.2940,28.18,194.74,884,964,8,12,0,9,0,0,0,0,58.2,0,0,0,0,0,0,8,0.0003
513.5,7,570563,0.2940,29.98,195.55,884,911,18379,10,2,12,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0003
513.75,7,570533,0.2940,28.59,196.24,1082,1060,4,8,0,12,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
514,7,570606,0.2940,28.63,196.77,1122,1202,4,7,1,13,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
514.25,7,570642,0.2940,27.82,197.21,1116,1163,6,11,0,12,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
514.5,7,570715,0.2940,28.68,197.65,1152,1236,8,11,1,12,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
514.75,7,570736,0.2940,28.50,198.02,1245,1272,7,6,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
515,7,570807,0.2939,29.26,198.16,1169,1249,8,10,0,12,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
515.25,7,570747,0.2940,29.41,198.39,1287,1233,3,6,0,9,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
515.5,7,570792,0.2940,29.82,198.62,1228,1282,6,9,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0000
515.75,7,570842,0.2939,29.73,198.72,1248,1306,10,8,0,10,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0000
516,7,570832,0.2939,29.88,198.88,1278,1282,14,15,0,13,0,0,0,0,58.2,0,0,0,0,0,0,8,0.0003
516.25,7,570761,0.2940,29.81,198.96,1330,1269,9,10,0,13,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
516.5,7,570732,0.2940,30.13,199.03,1280,1259,5,8,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
516.75,7,570787,0.2940,30.16,199.07,1249,1310,7,6,0,10,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
517,7,570808,0.2940,30.62,199.09,1242,1269,4,6,0,16,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
517.25,7,570824,0.2940,30.14,199.05,1255,1282,7,11,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0000
517.5,7,570845,0.2940,30.18,199.08,1292,1318,5,5,0,11,0,0,0,0,58.2,0,0,0,0,0,0,8,0.0003
517.75,7,570801,0.2940,29.29,199.06,1258,1221,4,8,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
518,7,570807,0.2940,28.98,198.71,1232,1245,8,7,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
518.25,7,570834,0.2940,28.62,198.19,1225,1261,9,9,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
518.5,7,570832,0.2940,28.91,188.29,1218,1225,10,9,1,13,0,0,0,0,58.2,0,0,0,0,0,0,8,0.0003
518.75,7,570828,0.2940,28.91,188.59,1203,1210,24,11,0,11,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
519,7,570902,0.2940,29.40,189.01,1144,1230,7,12,0,9,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
519.25,7,570880,0.2940,29.47,189.54,1173,1164,3,13,0,9,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0001
519.5,7,570900,0.2940,29.45,189.30,1108,1143,7,15,0,9,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0000
519.75,7,570912,0.2940,29.17,189.68,1167,1189,4,10,0,14,0,0,0,0,58.2,0,0,0,0,0,0,8,0.0003
520,7,570984,0.2940,29.61,188.82,1097,1179,9,10,0,13,0,0,0,0,58.2,0,0,0,0,0,0,9,0.0002
520.25,7,570986,0.2940,29.09,188.68,1147,1162,5,13,0,9,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0002
520.5,7,570990,0.2940,30.21,189.96,1125,1136,6,7,0,9,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
520.75,7,571059,0.2939,29.80,189.13,1146,1222,2,7,0,12,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
521,7,571050,0.2939,30.59,187.80,1125,1127,5,11,0,8,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0003
521.25,7,571020,0.2939,30.36,188.74,1167,1149,5,12,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0002
521.5,7,571051,0.2939,31.20,188.25,1101,1136,3,4,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0002
521.75,7,571049,0.2939,30.56,188.38,1144,1155,26,13,1,12,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
522,7,571085,0.2939,31.63,187.75,1053,1094,1,5,0,10,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
522.25,7,571109,0.2939,31.44,187.25,1144,1174,4,6,0,10,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
522.5,7,571160,0.2939,32.52,187.33,1109,1162,2,2,0,10,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0002
522.75,7,571210,0.2939,32.74,187.68,1098,1156,6,8,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
523,7,571234,0.2939,33.59,188.71,1144,1174,2,6,1,12,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
523.25,7,571262,0.2939,33.51,189.77,1104,1139,3,7,0,12,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
523.5,7,571238,0.2939,34.43,190.70,1113,1094,1,5,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
523.75,7,571209,0.2939,34.19,191.64,1155,1132,4,6,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
524,7,571226,0.2939,34.95,191.40,1070,1095,2,8,0,11,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
524.25,7,571290,0.2939,34.29,191.07,1087,1155,3,4,0,10,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
524.5,7,571262,0.2939,34.96,190.69,1101,1084,6,12,0,10,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
524.75,7,571251,0.2939,34.28,190.04,1120,1117,4,8,0,11,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
525,7,571252,0.2940,34.96,190.31,1079,1085,4,5,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
525.25,7,571223,0.2940,34.28,190.81,1128,1103,5,4,0,9,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0003
525.5,7,571204,0.2940,34.66,190.72,1083,1069,5,5,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0002
525.75,7,571213,0.2940,33.29,190.92,1034,1053,5,10,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
526,7,571191,0.2940,33.12,190.99,1093,1079,4,8,1,12,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
526.25,7,571228,0.2940,30.84,191.38,1030,1072,7,7,4,10,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
526.5,7,571151,0.2940,31.07,188.97,1062,1002,4,18,5,12,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
526.75,7,571123,0.2940,29.22,185.86,1033,1013,6,9,5,10,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
527,7,571125,0.2940,30.82,180.65,1015,1024,10,8,3,9,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
527.25,7,571132,0.2940,29.67,177.16,1011,1036,9,18,1,10,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
527.5,7,571165,0.2940,31.09,178.23,976,1023,3,14,0,10,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
527.75,7,571183,0.2940,29.30,179.37,947,975,9,12,0,13,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
528,7,571251,0.2939,30.36,180.54,948,1029,0,13,0,12,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
528.25,7,571245,0.2940,28.74,181.32,949,949,5,7,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
528.5,7,571240,0.2940,30.04,182.82,971,977,4,11,0,8,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0003
528.75,7,571266,0.2940,29.15,184.06,952,990,1,12,0,10,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
529,7,571230,0.2940,30.11,185.45,1013,989,5,12,0,15,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
529.25,7,571330,0.2939,29.03,186.15,883,991,5,8,0,8,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
529.5,7,571332,0.2939,29.78,186.89,973,991,4,16,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0001
529.75,7,571329,0.2939,28.73,187.82,941,947,5,10,0,11,0,0,0,0,46.4,0,0,0,0,0,0,9,0.0000
530,7,571354,0.2939,29.28,187.75,900,933,5,8,0,11,0,0,0,0,46.4,0,0,0,0,0,0,8,0.0002
530.25,7,571350,0.2939,28.30,187.87,963,980,6,21,1,12,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
530.5,7,571346,0.2939,29.24,187.74,921,930,7,13,0,13,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0000
530.75,7,571355,0.2939,27.92,187.58,885,914,11,20,0,10,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0002
531,7,571421,0.2938,28.97,186.12,850,930,6,14,0,13,0,0,0,0,27.6,0,0,0,0,0,1,9,0.0001
531.25,6,571452,0.2938,27.19,186.82,868,912,35,13,0,11,0,0,0,0,27.6,0,0,0,0,0,1,9,0.0000
531.5,6,571461,0.2938,27.83,187.39,880,898,7,9,0,10,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0003
531.75,6,571400,0.2939,26.31,188.17,900,858,5,19,1,15,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0002
532,6,571442,0.2938,26.85,188.66,830,891,6,19,0,10,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
532.25,6,571507,0.2938,25.69,188.76,799,868,3,4,0,14,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0000
532.5,6,571480,0.2938,26.13,188.93,814,803,3,16,0,10,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0003
532.75,6,571517,0.2938,25.04,189.05,780,827,1,10,0,9,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0002
533,6,571560,0.2938,25.73,188.67,816,866,2,7,1,10,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
533.25,6,571619,0.2938,24.96,188.81,750,818,1,9,0,11,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
533.5,6,571634,0.2937,25.36,188.88,786,811,3,10,0,8,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0003
533.75,6,571644,0.2937,24.96,189.16,748,766,4,8,1,12,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0002
534,6,571674,0.2937,25.36,189.47,783,819,0,6,0,16,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
534.25,6,571657,0.2938,25.00,189.53,789,779,6,7,1,11,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
534.5,6,571672,0.2938,25.47,190.11,772,792,2,5,0,11,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0003
534.75,6,571667,0.2938,25.07,190.33,755,758,1,8,0,9,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0002
535,6,571710,0.2938,25.42,190.61,752,804,2,9,0,12,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
535.25,6,571709,0.2938,24.73,190.31,748,754,6,7,0,11,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
535.5,6,571699,0.2938,24.45,190.51,791,785,0,4,0,10,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0003
535.75,6,571672,0.2938,24.21,191.20,747,725,1,5,0,15,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0002
536,6,571685,0.2938,23.00,191.84,724,741,1,4,1,10,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
536.25,6,571681,0.2938,23.59,192.45,739,744,2,9,0,11,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0000
536.5,6,571708,0.2938,22.31,193.01,741,772,1,4,1,10,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0002
536.75,6,571671,0.2939,23.00,193.71,730,698,0,5,0,14,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
537,6,571696,0.2939,21.57,194.42,708,734,1,1,0,11,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0000
537.25,6,571694,0.2939,22.39,193.55,661,663,0,4,0,12,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0002
537.5,6,571706,0.2939,20.91,192.24,713,731,2,6,0,12,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0001
537.75,6,571708,0.2939,21.95,191.85,698,706,4,6,0,9,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0003
538,6,571682,0.2939,20.39,191.49,727,703,4,3,0,10,0,0,0,0,27.6,0,0,0,0,0,0,9,0.0002
538.25,6,571728,0.2939,21.15,189.35,650,698,2,2,0,11,0,0,0,0,27.6,0,0,0,0,0,0,8,0.0004
538.5,6,571725,0.2939,19.74,188.81,705,705,7,3,0,5,0,0,0,0,27.6,0,0,0,0,0,0,4,0.0017
538.75,6,571729,0.2939,20.61,185.66,668,676,4,4,0,10,0,0,0,0,27.6,0,0,0,0,0,0,6,0.0025
539,6,571702,0.2939,19.24,181.40,715,692,8,6,0,5,0,0,0,0,27.6,0,0,0,0,0,0,5,0.0035
539.25,6,571667,0.2939,19.83,179.09,757,729,7,7,0,5,0,0,0,0,27.6,0,0,0,0,0,0,3,0.0052
539.5,6,571644,0.2940,19.22,179.51,770,756,15,10,0,9,0,0,0,0,27.6,0,0,0,0,0,0,6,0.0059
539.75,6,571632,0.2940,21.71,179.94,772,768,6,8,0,6,0,0,0,0,27.6,0,0,0,0,0,0,4,0.0073
540,6,571581,0.2940,20.30,173.86,852,808,5,7,2,6,0,0,0,0,27.6,0,0,0,0,0,0,5,0.0083
540.25,6,571611,0.2939,20.16,175.92,775,812,2,7,9,6,0,0,0,0,-37.9,0,0,0,0,0,0,4,0.0097
540.5,6,571562,0.2939,19.46,175.95,856,816,14,10,24,13,0,0,0,0,-37.9,0,0,0,0,0,0,9,0.0095
540.75,6,571582,0.2939,19.05,176.03,790,810,10,3,40,8,0,0,0,0,-37.9,0,0,0,0,0,0,7,0.0100
541,6,571532,0.2938,19.16,172.89,852,804,11,4,55,5,0,0,0,0,-37.9,0,0,0,0,0,0,5,0.0110
541.25,6,571574,0.2937,20.12,163.08,760,812,5,11,46,6,0,0,0,0,-37.9,0,0,0,0,0,0,4,0.0124
541.5,6,571630,0.2936,21.46,159.70,762,825,3,7,47,4,0,0,0,0,-37.9,0,0,0,0,0,0,3,0.0140
541.75,6,571642,0.2935,22.55,144.18,755,781,4,15,42,7,0,0,0,0,-37.9,0,0,0,0,0,0,6,0.0147
542,6,571661,0.2934,23.93,135.40,728,755,2,8,50,11,0,0,0,0,-37.9,0,0,0,0,0,0,5,0.0158
542.25,6,571620,0.2933,25.35,120.63,728,704,6,17,45,7,0,0,0,0,-37.9,0,0,0,0,0,0,5,0.0168
542.5,6,571620,0.2932,26.98,111.34,655,668,4,13,47,5,0,0,0,0,-37.9,0,0,0,0,0,0,4,0.0182
542.75,6,571571,0.2932,28.48,102.41,696,660,5,13,37,8,0,0,0,0,-37.9,0,0,0,0,0,0,5,0.0192
543,6,571551,0.2931,29.95,98.30,662,651,7,9,28,9,0,0,0,0,-37.9,0,0,0,0,0,0,7,0.0197
543.25,6,571600,0.2931,30.74,97.84,590,647,5,8,21,10,0,0,0,0,-37.9,0,0,0,0,0,0,9,0.0196
543.5,6,571662,0.2930,30.68,94.96,612,681,1,7,23,7,0,0,0,0,-37.9,0,0,0,0,0,0,6,0.0203
543.75,6,571634,0.2930,30.06,94.39,660,635,3,3,19,7,0,0,0,0,-37.9,0,0,0,0,0,0,7,0.0208
544,6,571652,0.2930,29.96,93.74,679,700,0,3,15,5,0,0,0,0,-37.9,0,0,0,0,0,0,5,0.0218
544.25,6,571665,0.2929,29.50,97.25,693,710,2,4,13,8,0,0,0,0,-37.9,0,0,0,0,0,0,6,0.0226
544.5,6,571699,0.2929,29.23,106.83,696,731,1,1,12,3,0,0,0,0,-37.9,0,0,0,0,0,0,3,0.0242
544.75,6,571717,0.2929,28.67,113.59,736,756,0,2,8,5,0,0,0,0,-37.9,0,0,0,0,0,0,5,0.0252
545,6,571806,0.2928,28.34,119.17,711,801,1,1,11,7,0,0,0,0,-37.9,0,0,0,0,0,0,4,0.0265
545.25,6,571880,0.2928,27.63,123.39,761,835,0,0,11,10,0,0,0,0,-37.9,0,0,0,0,0,0,7,0.0269
545.5,6,571908,0.2928,27.00,129.28,759,788,2,1,11,9,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0270
545.75,6,571880,0.2928,26.15,132.54,799,773,1,2,9,8,0,0,0,0,-37.9,0,0,0,0,0,0,7,0.0274
546,6,571852,0.2928,27.44,138.01,796,768,27744,0,9,8,0,0,0,0,-37.9,0,0,0,0,0,0,7,0.0278
546.25,6,571733,0.2929,27.53,144.06,941,826,3,4,4,15,0,0,0,0,-37.9,0,0,0,0,0,0,12,0.0267
546.5,6,571724,0.2929,27.88,152.39,929,921,4,1,2,13,0,0,0,0,-37.9,0,0,0,0,0,0,12,0.0256
546.75,6,571631,0.2929,28.49,154.80,1006,925,2,12,3,20,0,0,0,0,-37.9,0,0,0,0,0,0,19,0.0225
547,6,571584,0.2930,29.46,160.61,1000,959,5,6,6,27,0,0,0,0,-37.9,0,0,0,0,0,0,27,0.0170
547.25,6,571529,0.2930,29.96,156.76,1060,1010,5,6,4,26,0,0,0,0,-37.9,0,0,0,0,0,0,26,0.0117
547.5,6,571464,0.2931,30.58,160.87,1078,1020,3,7,1,27,0,0,0,0,-37.9,0,0,0,0,0,0,24,0.0071
547.75,6,571430,0.2932,30.79,159.81,1041,1015,1,8,2,26,0,0,0,0,-37.9,0,0,0,0,0,0,23,0.0027
548,6,571386,0.2932,30.96,162.54,1080,1042,2,6,0,19,0,0,0,0,-37.9,0,0,0,0,0,0,17,0.0002
548.25,6,571402,0.2932,31.07,166.94,1057,1080,1,7,1,8,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0002
548.5,6,571319,0.2933,30.88,163.54,1078,999,7,5,0,9,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0003
548.75,6,571299,0.2933,30.50,166.90,1065,1052,2,7,1,12,0,0,0,0,-37.9,0,0,0,0,0,0,9,0.0000
549,6,571237,0.2933,29.99,160.43,1079,1027,5,10,3,9,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0001
549.25,6,571243,0.2933,29.06,161.26,1020,1033,5,7,3,11,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0001
549.5,6,571205,0.2933,27.34,151.06,1019,987,4,7,4,10,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0001
549.75,6,571175,0.2934,25.82,142.39,985,967,4,12,6,11,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0002
550,6,571155,0.2933,23.99,135.08,951,941,6,10,11,9,0,0,0,0,-37.9,0,0,0,0,0,0,8,0.0002
550.25,6,571145,0.2933,22.25,117.40,848,852,8,14,7,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0002
550.5,6,571102,0.2933,20.57,109.59,832,812,4,23,13,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0003
550.75,6,571048,0.2933,21.18,94.06,851,811,10,14,13,10,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0003
551,6,571048,0.2933,22.35,96.62,759,791,5,32,6,11,0,0,0,0,-99.2,0,0,0,0,0,0,9,0.0000
551.25,6,571075,0.2932,23.34,77.41,759,799,1,13,7,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0001
551.5,6,571091,0.2932,24.11,76.54,786,808,3,6,3,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0001
551.75,6,571025,0.2933,25.72,80.02,790,735,4,11,3,8,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0001
552,6,571014,0.2933,27.47,80.45,779,781,3,13,2,11,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0002
552.25,6,570966,0.2933,29.14,82.97,851,825,6,22,1,10,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0002
552.5,6,571015,0.2932,30.54,84.49,825,882,7,8,0,11,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0003
