t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment
239.75,10,581003,0.2991,17.88,186.20,534,562,2,3,1,6,0,0,0,0,-36.8,0,1,0,0,0,0,5,0.0001
240,10,580959,0.2991,15.19,185.92,648,620,7,16,4,8,0,0,0,0,-36.8,0,1,0,0,0,0,5,0.0000
240.25,10,581002,0.2990,16.58,185.28,538,588,1,7,1,7,0,0,0,0,-96.0,0,1,0,0,0,0,4,0.0003
240.5,10,581031,0.2990,14.70,185.33,592,629,4,8,4,7,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0002
240.75,10,581045,0.2990,16.05,184.42,539,565,9,12,0,6,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0002
241,10,581075,0.2990,14.47,184.42,573,614,0,11,0,6,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
241.25,10,581063,0.2990,15.90,183.17,581,579,12,10,0,6,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0000
241.5,10,581056,0.2990,15.47,183.59,613,611,6,5,4,7,0,0,0,0,-96.0,0,1,0,0,0,0,4,0.0003
241.75,10,581089,0.2990,18.62,183.69,574,614,1,7,0,8,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0002
242,10,581060,0.2990,17.19,185.52,667,661,11,23,3,6,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0002
242.25,10,581086,0.2989,20.49,185.38,631,667,1,10,3,8,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
242.5,10,581098,0.2989,18.42,185.92,701,742,62,30,6,7,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
242.75,10,581188,0.2988,18.93,185.43,591,690,2,9,1,7,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
243,10,581116,0.2988,17.46,186.78,767,724,20,31,5,7,0,0,0,0,-96.0,0,1,0,0,0,1,5,0.0000
243.25,9,581115,0.2988,17.36,187.40,643,654,5,13,1,5,0,0,0,0,-96.0,0,1,0,0,0,1,5,0.0000
243.5,9,581151,0.2988,17.21,187.16,612,672,7,24,2,5,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0000
243.75,9,581179,0.2987,15.04,187.57,638,676,6,10,0,9,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0000
244,9,581180,0.2987,16.55,187.50,613,620,4,6,1,8,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0000
244.25,9,581163,0.2987,15.13,187.57,663,656,1,10,0,5,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0000
244.5,9,581137,0.2988,16.99,188.27,656,637,4,7,0,7,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0000
244.75,10,581166,0.2987,16.59,188.97,622,660,5,9,0,5,0,0,0,0,-96.0,1,2,0,0,0,0,5,0.0001
245,10,581167,0.2987,16.83,190.23,650,658,3,7,1,6,0,0,2,0,-96.0,0,2,0,0,0,0,5,0.0001
245.25,10,581198,0.2987,17.84,190.94,644,678,5,3,0,6,0,0,1,0,-96.0,0,2,0,0,0,0,5,0.0001
245.5,10,581175,0.2987,16.52,190.60,691,680,15,13,0,8,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0001
245.75,10,581146,0.2987,18.17,192.01,673,653,3,9,0,5,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0001
246,10,581169,0.2987,16.97,192.30,675,712,12,15,0,7,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0001
246.25,10,581105,0.2987,18.22,193.34,691,634,2,7,1,8,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0001
246.5,10,581141,0.2987,17.49,194.00,654,700,4,10,1,7,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0001
246.75,10,581135,0.2987,18.14,194.51,701,701,4,6,0,7,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0001
247,10,581195,0.2987,17.17,194.81,638,702,2,4,0,9,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0002
247.25,10,581180,0.2987,18.66,195.07,691,680,7,5,2,6,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0002
247.5,10,581198,0.2987,17.68,194.63,688,715,2,9,1,7,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0002
247.75,10,581224,0.2987,19.32,194.32,630,661,4,5,3,7,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0002
248,10,581233,0.2987,18.62,193.54,701,717,4,7,0,8,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0002
248.25,10,581139,0.2987,20.02,189.60,699,615,4,10,1,5,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0003
248.5,10,581141,0.2987,19.48,162.14,710,717,10,7,0,5,0,0,0,0,-96.0,0,2,0,0,0,0,5,0.0003
248.75,9,581141,0.2987,19.77,133.62,669,676,3,7,0,9,0,1,0,0,-96.0,0,1,0,0,1,0,6,0.0000
249,9,581185,0.2987,18.81,122.82,661,718,8,13,1,8,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0000
249.25,9,581186,0.2987,19.47,130.45,589,603,6,13,1,10,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
249.5,9,581192,0.2987,19.13,137.91,632,654,8,16,0,6,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
249.75,9,581182,0.2987,19.12,146.12,594,589,5,6,0,8,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
250,9,581212,0.2987,20.16,152.42,581,618,8,7,0,6,0,0,0,0,-96.0,0,1,0,0,0,0,5,0.0001
250.25,9,581207,0.2987,19.10,157.53,618,619,5,6,2,8,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
250.5,9,581227,0.2987,21.03,161.67,586,608,2,2,0,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
250.75,9,581233,0.2987,19.29,164.45,668,679,8,6,0,8,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
251,9,581279,0.2987,22.02,167.49,598,644,4,0,0,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
251.25,9,581257,0.2987,19.70,170.42,682,666,5,6,0,11,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
251.5,9,581280,0.2987,21.34,173.50,608,635,3,4,0,8,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
251.75,9,581321,0.2987,20.00,175.48,645,690,3,4,0,7,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
252,9,581306,0.2987,21.29,178.75,657,651,8,10,0,11,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
252.25,9,581374,0.2987,20.33,181.15,636,707,1,3,0,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
252.5,9,581325,0.2987,21.68,183.63,688,647,2,8,0,7,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
252.75,9,581312,0.2987,20.49,184.32,655,648,7,6,4,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
253,9,581320,0.2987,22.00,186.09,682,696,3,6,0,10,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
253.25,9,581348,0.2987,20.70,187.43,654,687,1,5,0,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
253.5,9,581321,0.2987,22.71,188.90,670,648,5,5,0,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
253.75,9,581299,0.2987,20.78,189.66,685,669,1,6,2,7,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
254,9,581318,0.2987,22.89,190.58,671,694,4,4,1,10,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
254.25,9,581311,0.2987,20.88,191.06,718,718,4,7,1,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
254.5,9,581333,0.2987,22.49,191.56,620,651,2,9,0,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
254.75,9,581329,0.2987,21.19,191.88,669,666,4,1,1,9,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
255,9,581298,0.2987,22.25,191.77,687,660,1,4,0,8,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
255.25,9,581281,0.2987,21.38,192.03,721,714,8,10,1,10,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
255.5,9,581334,0.2987,21.69,192.37,638,698,1,7,0,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
255.75,9,581338,0.2987,21.75,192.79,666,684,3,14,2,8,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
256,9,581353,0.2987,21.38,193.10,658,677,4,5,0,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
256.25,9,581344,0.2987,22.76,193.37,689,684,1,4,0,7,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
256.5,9,581342,0.2987,21.91,193.61,723,725,2,4,0,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
256.75,9,581344,0.2987,22.96,193.78,679,688,2,7,0,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0002
257,9,581333,0.2987,21.58,193.92,704,702,10,10,0,7,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
257.25,9,581321,0.2987,22.25,194.05,669,659,1,2,0,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
257.5,9,581351,0.2987,20.66,194.12,658,707,8,20,0,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
257.75,9,581376,0.2987,21.05,194.19,627,655,2,3,0,7,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0003
258,9,581403,0.2987,20.60,194.05,596,636,3,13,0,9,0,0,0,0,-141.0,0,1,0,0,0,0,6,0.0000
258.25,9,581423,0.2987,20.71,193.48,632,655,2,3,1,5,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0000
258.5,9,581429,0.2987,20.02,191.85,624,635,467,5,0,9,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0001
258.75,9,581406,0.2987,20.16,189.94,608,588,3,3,1,6,0,0,0,0,-141.0,0,1,0,0,0,0,5,0.0001
